link,title,state
https://8columnas.com.mx/estado-de-mexico/es-tiempo-de-mujeres-rosalba-azucena-gil-mejia-alza-la-voz-en-la-contienda-judicial/,«Es tiempo de mujeres»: Rosalba Azucena Gil Mejía alza la voz en la contienda judicial,edo
https://8columnas.com.mx/local/mujer-queda-sin-vida-en-terminal-de-toluca/,Mujer queda sin vida en Terminal de Toluca,edo
https://8columnas.com.mx/estado-de-mexico/codhem-y-metepec-impulsan-capacitacion-para-fortalecer-los-derechos-de-las-mujeres/,CODHEM y Metepec impulsan capacitación para fortalecer los derechos de las mujeres,edo
https://8columnas.com.mx/estado-de-mexico/lamentable-fallece-una-mujer-en-accidente-sobre-la-carretera-toluca-sultepec/,Lamentable; fallece una mujer en accidente sobre la carretera Toluca-Sultepec,edo
https://8columnas.com.mx/estado-de-mexico/650-mil-tarjetas-activas-de-mujeres-con-bienestar/,650 mil tarjetas activas de “Mujeres con Bienestar”,edo
https://8columnas.com.mx/estado-de-mexico/alerta-secretaria-de-bienestar-sobre-informacion-falsa-de-mujeres-con-bienestar/,Alerta Secretaría de Bienestar sobre información falsa de Mujeres con Bienestar,edo
https://8columnas.com.mx/seguridad/muere-una-mujer-atropellada-por-autobus-en-atlacomulco/,Muere una mujer atropellada por autobús en Atlacomulco,edo
https://8columnas.com.mx/estado-de-mexico/red-de-mujeres-electas-opera-con-367-servidoras-municipales/,“Red de Mujeres Electas” opera con 367 servidoras municipales,edo
https://8columnas.com.mx/local/ataca-a-mujer-en-la-colonia-parques-nacionales-ya-esta-detenido/,Ataca a mujer en la Colonia Parques Nacionales; ya esta detenido,edo
https://8columnas.com.mx/estado-de-mexico/fallece-una-mujer-en-accidente-en-zinacantepec/,Fallece una mujer en accidente en Zinacantepec,edo
https://8columnas.com.mx/estado-de-mexico/resguarda-la-uaemex-edificios-administrativos/,Resguarda la UAEMex edificios administrativos,edo
https://8columnas.com.mx/deportes/la-reinauguracion-del-estadio-azteca-ya-tiene-fecha-oficial/,La reinauguración del Estadio Azteca ya tiene fecha oficial,edo
https://8columnas.com.mx/estado-de-mexico/es-tiempo-de-mujeres-rosalba-azucena-gil-mejia-alza-la-voz-en-la-contienda-judicial/,«Es tiempo de mujeres»: Rosalba Azucena Gil Mejía alza la voz en la contienda judicial,edo
https://8columnas.com.mx/seguridad/taxista-arrolla-a-motociclista-sobre-la-via-toluca-palmillas/,Taxista arrolla a motociclista sobre la vía Toluca-Palmillas,edo
https://8columnas.com.mx/nacional/rescatan-a-16-mujeres-victimas-de-trata-en-bar-de-cancun/,Rescatan a 16 mujeres víctimas de trata en bar de Cancún,edo
https://8columnas.com.mx/estado-de-mexico/muere-mujer-en-accidente-en-paseo-tollocan/,Muere mujer en accidente en Paseo Tollocan,edo
https://8columnas.com.mx/estado-de-mexico/presenta-codhem-conferencia-sobre-desapariciones-de-mujeres-con-raiz-en-violencias-de-genero/,Presenta CODHEM conferencia sobre desapariciones de mujeres con raíz en violencias de género,edo
https://8columnas.com.mx/estado-de-mexico/codhem-reconoce-a-20-mujeres-por-su-labor-en-la-defensa-de-los-ddhh/,CODHEM reconoce a 20 mujeres por su labor en la defensa de los DDHH,edo
https://8columnas.com.mx/estado-de-mexico/pjedomex-reconoce-a-mujeres-juzgadoras-por-sentencias-que-transformaron-vidas/,PJEdomex reconoce a mujeres juzgadoras por sentencias que transformaron vidas,edo
https://8columnas.com.mx/estado-de-mexico/michelle-nunez-ponce-participa-en-el-1er-foro-de-mujeres-en-el-poder/,Michelle Núñez Ponce participa en el 1er Foro de Mujeres en el Poder,edo
https://8columnas.com.mx/estado-de-mexico/develan-placa-conmemorativa-del-dia-de-la-mujer-periodista-y-fotoperiodista-en-la-legislatura/,Develan placa conmemorativa del «Día de la Mujer Periodista y Fotoperiodista» en la legislatura,edo
https://8columnas.com.mx/estado-de-mexico/capturan-a-mujer-que-se-hacia-pasar-como-policia-en-toluca/,Capturan a mujer que se hacia pasar como policía en Toluca,edo
https://8columnas.com.mx/estado-de-mexico/mujeres-con-bienestar-seguira-apoyando-a-650-mil-mexiquenses/,“Mujeres con Bienestar” seguirá apoyando a 650 mil mexiquenses,edo
https://8columnas.com.mx/estado-de-mexico/en-taqueria-disparan-contra-una-mujer-en-toluca/,En taqueria disparan contra una mujer en Toluca,edo
https://8columnas.com.mx/estado-de-mexico/resguarda-la-uaemex-edificios-administrativos/,Resguarda la UAEMex edificios administrativos,edo
https://8columnas.com.mx/deportes/la-reinauguracion-del-estadio-azteca-ya-tiene-fecha-oficial/,La reinauguración del Estadio Azteca ya tiene fecha oficial,edo
https://8columnas.com.mx/estado-de-mexico/es-tiempo-de-mujeres-rosalba-azucena-gil-mejia-alza-la-voz-en-la-contienda-judicial/,«Es tiempo de mujeres»: Rosalba Azucena Gil Mejía alza la voz en la contienda judicial,edo
https://8columnas.com.mx/seguridad/taxista-arrolla-a-motociclista-sobre-la-via-toluca-palmillas/,Taxista arrolla a motociclista sobre la vía Toluca-Palmillas,edo
https://8columnas.com.mx/cdmx/detienen-a-mujer-ebria-que-conducia-en-sentido-contrario/,Detienen a mujer ebria que conducía en sentido contrario,edo
https://8columnas.com.mx/estado-de-mexico/pri-impulsa-la-ley-nenis-para-fortalecer-el-comercio-electronico-de-mujeres-emprendedoras/,PRI impulsa la “Ley Nenis” para fortalecer el comercio electrónico de mujeres emprendedoras,edo
https://8columnas.com.mx/estado-de-mexico/uaemex-arranca-su-temporada-de-teatro-con-el-ciclo-mujeres-en-escena/,UAEMéx arranca su temporada de teatro con el ciclo Mujeres en Escena,edo
https://8columnas.com.mx/estado-de-mexico/maestras-del-smsem-celebran-el-dia-de-la-mujer-con-emotivo-homenaje/,Maestras del SMSEM celebran el Día de la Mujer con emotivo homenaje,edo
https://8columnas.com.mx/nacional/8m-reunio-a-mas-de-200-mil-mujeres-en-la-cdmx/,#8M reunió a más de 200 mil mujeres en la CDMX,edo
https://8columnas.com.mx/nacional/liberan-a-21-mujeres-victimas-de-trata-en-quintana-roo/,Liberan a 21 mujeres víctimas de trata en Quintana Roo,edo
https://8columnas.com.mx/estado-de-mexico/golpea-a-mujer-y-a-un-policia-en-xonacatlan-ya-esta-detenido/,Golpea a mujer y a un policía en Xonacatlán; ya está detenido,edo
https://8columnas.com.mx/estado-de-mexico/invita-san-mateo-atenco-a-mujeres-a-participar-en-jornada-de-mastografia/,Invita San Mateo Atenco a mujeres a participar en Jornada de Mastografía,edo
https://8columnas.com.mx/estado-de-mexico/codhem-convoca-al-premio-mujeres-defensoras-de-derechos-humanos/,CODHEM convoca al Premio Mujeres Defensoras de Derechos Humanos,edo
https://8columnas.com.mx/estado-de-mexico/pri-presenta-iniciativas-para-fomentar-la-inclusion-economica-y-laboral-de-las-mujeres/,PRI presenta iniciativas para fomentar la inclusión económica y laboral de las mujeres,edo
https://8columnas.com.mx/estado-de-mexico/resguarda-la-uaemex-edificios-administrativos/,Resguarda la UAEMex edificios administrativos,edo
